название; max C; T(maxC); max Xi; T(maxXi); G; f
term_gem_glass64_J-26_2_H0.0.dat;0.418919224;1.313013571;566.6666667;0.0001;30;14
term_gem_glass64_J-36_3_H0.0.dat;0.422327729;1.339405144;288.8888889;0.0001;30;14
term_gem_glass64_J-10_5_H0.0.dat;0.401356059;1.379990459;849.609375;0.0001;32;14
term_gem_glass64_J-26_4_H0.0.dat;0.393439838;1.436023605;1093.75;0.0001;32;14
term_gem_glass64_J-56_0_H0.0.dat;0.399192149;1.42180555;251.4648438;0.0001;32;14
term_gem_glass64_J-56_3_H0.0.dat;0.421536683;1.407728267;273.4375;0.0001;32;14
term_gem_glass64_J-74_8_H0.0.dat;0.380506131;1.339405144;302.734375;0.0001;32;14
term_gem_glass64_J-46_3_H0.0.dat;0.390340494;1.555007791;217.9783951;0.0001;36;14
term_gem_glass64_J-72_3_H0.0.dat;0.399795366;1.379990459;310.5709877;0.0001;36;14
term_gem_glass64_J64_7_H0.0.dat;0.39292687;1.46488768;9569.830247;0.0001;36;14
term_gem_glass64_J-18_1_H0.0.dat;0.382582548;1.509275241;662.5;0.0001;40;14
term_gem_glass64_J18_6_H0.0.dat;0.388503434;1.450383841;912.5;0.0001;40;14
term_gem_glass64_J-18_8_H0.0.dat;0.420940184;1.261780234;274.9433107;0.0001;42;14
term_gem_glass64_J-2_3_H0.0.dat;0.407005743;1.339405144;703.7706612;0.0001;44;14
term_gem_glass64_J-66_7_H0.0.dat;0.405288091;1.524367994;435.1756198;0.0001;44;14
term_gem_glass64_J30_1_H0.0.dat;0.392970348;1.46488768;9278.150826;0.0001;44;14
term_gem_glass64_J68_4_H0.0.dat;0.389369222;1.407728267;931.0433884;0.0001;44;14
term_gem_glass64_J66_7_H0.0.dat;0.410928816;1.450383841;1493.055556;0.0001;48;14
term_gem_glass64_J8_0_H0.0.dat;0.397824218;1.379990459;607.6388889;0.0001;48;14
term_gem_glass64_J-76_4_H0.0.dat;0.40022961;1.509275241;462.372449;0.0001;56;14
term_gem_glass64_J-14_4_H0.0.dat;0.383334616;1.42180555;445.1388889;0.0001;60;14
term_gem_glass64_J-26_5_H0.0.dat;0.404531689;1.393790364;228.4722222;0.0001;60;14
term_gem_glass64_J-60_5_H0.0.dat;0.427160979;1.287142016;580.5555556;0.0001;60;14
term_gem_glass64_J70_9_H0.0.dat;0.415871884;1.450383841;12955.55556;0.0001;60;14
term_gem_glass64_J-32_6_H0.0.dat;0.430216552;1.366327187;2031.25;0.0001;64;14
term_gem_glass64_J-76_9_H0.0.dat;0.399340481;1.407728267;468.75;0.0001;64;14
term_gem_glass64_J46_0_H0.0.dat;0.41279971;1.326143707;1171.875;0.0001;64;14
term_gem_glass64_J48_3_H0.0.dat;0.412278531;1.326143707;1718.75;0.0001;64;14
term_gem_glass64_J50_9_H0.0.dat;0.388872037;1.509275241;2458.496094;0.0001;64;14
term_gem_glass64_J52_4_H0.0.dat;0.393999303;1.326143707;4375;0.0001;64;14
term_gem_glass64_J62_8_H0.0.dat;0.398719707;1.450383841;2031.25;0.0001;64;14
term_gem_glass64_J68_2_H0.0.dat;0.399681756;1.46488768;1787.109375;0.0001;64;14
term_gem_glass64_J68_8_H0.0.dat;0.423373382;1.326143707;1250;0.0001;64;14
term_gem_glass64_J54_6_H0.0.dat;0.421315047;1.300013437;5282.369146;0.0001;66;14
term_gem_glass64_J-20_1_H0.0.dat;0.395176671;1.450383841;605.5363322;0.0001;68;14
term_gem_glass64_J70_7_H0.0.dat;0.398327666;1.450383841;3763.516436;0.0001;68;14
term_gem_glass64_J-38_5_H0.0.dat;0.401087204;1.436023605;2712.191358;0.0001;72;14
term_gem_glass64_J-72_1_H0.0.dat;0.431411464;1.379990459;659.7222222;0.0001;72;14
term_gem_glass64_J10_0_H0.0.dat;0.403684867;1.352799195;2874.228395;0.0001;72;14
term_gem_glass64_J64_6_H0.0.dat;0.381734983;1.494331922;2278.16358;0.0001;72;14
term_gem_glass64_J6_8_H0.0.dat;0.382296035;1.555007791;1670.524691;0.0001;72;14
term_gem_glass64_J-66_4_H0.0.dat;0.41856046;1.46488768;718.75;0.0001;80;14
term_gem_glass64_J18_8_H0.0.dat;0.407834176;1.450383841;2662.5;0.0001;80;14
term_gem_glass64_J-24_2_H0.0.dat;0.388807343;1.524367994;632.4404762;0.0001;84;14
term_gem_glass64_J64_3_H0.0.dat;0.39866669;1.436023605;12446.49943;0.0001;84;14
term_gem_glass64_J28_5_H0.0.dat;0.427348672;1.300013437;1405.555556;0.0001;90;14
term_gem_glass64_J74_4_H0.0.dat;0.408753251;1.407728267;12091.35802;0.0001;90;14
term_gem_glass64_J20_9_H0.0.dat;0.421445455;1.326143707;2356.155482;0.0001;92;14
term_gem_glass64_J-58_2_H0.0.dat;0.420014309;1.352799195;312.5;0.0001;96;14
term_gem_glass64_J-22_7_H0.0.dat;0.399037007;1.393790364;1214;0.0001;100;14
term_gem_glass64_J16_8_H0.0.dat;0.398803699;1.479536557;506.25;0.0001;100;14
term_gem_glass64_J32_1_H0.0.dat;0.405735033;1.479536557;1356.25;0.0001;100;14
term_gem_glass64_J30_7_H0.0.dat;0.387225859;1.555007791;4259.96796;0.0001;106;14
term_gem_glass64_J-12_3_H0.0.dat;0.403212675;1.407728267;449.4598765;0.0001;108;14
term_gem_glass64_J-20_2_H0.0.dat;0.383690922;1.494331922;588.3487654;0.0001;108;14
term_gem_glass64_J-72_7_H0.0.dat;0.421709947;1.46488768;713.4885204;0.0001;112;14
term_gem_glass64_J42_5_H0.0.dat;0.417169669;1.366327187;3411.989796;0.0001;112;14
term_gem_glass64_J46_9_H0.0.dat;0.417612581;1.570557868;10089.58333;0.0001;120;14
term_gem_glass64_J-66_2_H0.0.dat;0.409892953;1.407728267;226.7573696;0.0001;126;14
term_gem_glass64_J8_8_H0.0.dat;0.417001704;1.393790364;2899.974805;0.0001;126;14
term_gem_glass64_J46_3_H0.0.dat;0.39534368;1.393790364;3143.920898;0.0001;128;14
term_gem_glass64_J-8_3_H0.0.dat;0.407444224;1.450383841;1434.946051;0.0001;132;14
term_gem_glass64_J26_6_H0.0.dat;0.423530018;1.393790364;2416.35101;0.0001;132;14
term_gem_glass64_J-48_6_H0.0.dat;0.39511337;1.509275241;1010.488754;0.0001;136;14
term_gem_glass64_J-64_6_H0.0.dat;0.410760384;1.539611674;476.7905902;0.0001;138;14
term_gem_glass64_J-42_1_H0.0.dat;0.407507171;1.524367994;683.8634122;0.0001;156;14
term_gem_glass64_J58_5_H0.0.dat;0.420349685;1.393790364;2306.048652;0.0001;156;14
term_gem_glass64_J-14_1_H0.0.dat;0.431242305;1.379990459;1681.25;0.0001;160;14
term_gem_glass64_J12_4_H0.0.dat;0.430577574;1.366327187;3079.6875;0.0001;160;14
term_gem_glass64_J22_5_H0.0.dat;0.408944809;1.393790364;1150;0.0001;160;14
term_gem_glass64_J24_1_H0.0.dat;0.39553816;1.450383841;992.1875;0.0001;160;14
term_gem_glass64_J-24_7_H0.0.dat;0.407736114;1.450383841;1876.771542;0.0001;168;14
term_gem_glass64_J-50_1_H0.0.dat;0.39572098;1.524367994;534.6450617;0.0001;180;14
term_gem_glass64_J-8_7_H0.0.dat;0.421482365;1.450383841;1733.88694;0.0001;188;14
term_gem_glass64_J-30_8_H0.0.dat;0.407540319;1.539611674;768.0339293;0.0001;204;14
term_gem_glass64_J-66_5_H0.0.dat;0.418283584;1.42180555;278.01807;0.0001;204;14
term_gem_glass64_J56_2_H0.0.dat;0.405034885;1.42180555;11450.2492;0.0001;212;14
term_gem_glass64_J8_1_H0.0.dat;0.413710415;1.42180555;1557.141632;0.0001;216;14
term_gem_glass64_J-60_2_H0.0.dat;0.396496438;1.524367994;1203.563457;0.0001;224;14
term_gem_glass64_J-50_9_H0.0.dat;0.416319948;1.379990459;450.4529184;0.0001;234;14
term_gem_glass64_J32_2_H0.0.dat;0.43497704;1.42180555;1358.849828;0.0001;236;14
term_gem_glass64_J72_6_H0.0.dat;0.430341283;1.42180555;13973.94252;0.0001;238;14
term_gem_glass64_J-54_0_H0.0.dat;0.441525097;1.393790364;1699.826389;0.0001;240;14
term_gem_glass64_J14_4_H0.0.dat;0.404718588;1.46488768;1328.646115;0.0001;258;14
term_gem_glass64_J6_2_H0.0.dat;0.424932285;1.42180555;2543.041284;0.0001;258;14
term_gem_glass64_J-56_6_H0.0.dat;0.400732972;1.555007791;620.1216713;0.0001;264;14
term_gem_glass64_J-58_9_H0.0.dat;0.400500153;1.524367994;511.6505969;0.0001;264;14
term_gem_glass64_J52_3_H0.0.dat;0.404422443;1.509275241;2203.584559;0.0001;272;14
term_gem_glass64_J66_1_H0.0.dat;0.413385923;1.46488768;3651.051512;0.0001;276;14
term_gem_glass64_J-36_2_H0.0.dat;0.409424527;1.42180555;2978.358709;0.0001;284;14
term_gem_glass64_J-56_4_H0.0.dat;0.407577243;1.509275241;570.9876543;0.0001;288;14
term_gem_glass64_J56_0_H0.0.dat;0.422079736;1.366327187;5077.039931;0.0001;288;14
term_gem_glass64_J-68_5_H0.0.dat;0.413733516;1.555007791;780.9075968;0.0001;296;14
term_gem_glass64_J-48_9_H0.0.dat;0.418991355;1.46488768;739.5833333;0.0001;300;14
term_gem_glass64_J-10_9_H0.0.dat;0.430739295;1.366327187;1593.359375;0.0001;320;14
term_gem_glass64_J-50_4_H0.0.dat;0.415319498;1.42180555;548.4375;0.0001;320;14
term_gem_glass64_J-66_3_H0.0.dat;0.418660729;1.479536557;903.9256198;0.0001;352;14
term_gem_glass64_J-78_3_H0.0.dat;0.411342052;1.539611674;589.4918515;0.0001;376;14
term_gem_glass64_J-82_0_H0.0.dat;0.411835311;1.586263447;587.440584;0.0001;376;14
term_gem_glass64_J-56_2_H0.0.dat;0.411328133;1.524367994;774.3940443;0.0001;380;14
term_gem_glass64_J-40_6_H0.0.dat;0.399342963;1.509275241;844.9375;0.0001;400;14
term_gem_glass64_J-70_1_H0.0.dat;0.416119734;1.570557868;576.8652922;0.0001;416;14
term_gem_glass64_J-74_6_H0.0.dat;0.426958695;1.494331922;717.1103395;0.0001;432;14
term_gem_glass64_J46_5_H0.0.dat;0.420084092;1.494331922;1564.566116;0.0001;440;14
term_gem_glass64_J-38_0_H0.0.dat;0.412202319;1.494331922;658.6492804;0.0001;468;14
term_gem_glass64_J-32_7_H0.0.dat;0.424685747;1.524367994;1961.496643;0.0001;502;14
term_gem_glass64_J34_1_H0.0.dat;0.414441781;1.555007791;9830.872741;0.0001;510;14
term_gem_glass64_J-76_6_H0.0.dat;0.43620029;1.46488768;797.896849;0.0001;580;14
term_gem_glass64_J-12_5_H0.0.dat;0.414682086;1.436023605;3015.620328;0.0001;612;14
term_gem_glass64_J-54_1_H0.0.dat;0.414377725;1.509275241;1000.137577;0.0001;638;14
term_gem_glass64_J58_1_H0.0.dat;0.415754769;1.436023605;7137.057722;0.0001;704;14
term_gem_glass64_J72_0_H0.0.dat;0.426409271;1.46488768;7255.015432;0.0001;756;14
term_gem_glass64_J76_5_H0.0.dat;0.411241672;1.46488768;16325.70042;0.0001;846;14
term_gem_glass64_J-4_8_H0.0.dat;0.432289501;1.46488768;1881.36096;0.0001;868;14
term_gem_glass64_J-60_1_H0.0.dat;0.421883629;1.539611674;396.6932593;0.0001;930;14
term_gem_glass64_J-30_3_H0.0.dat;0.407739161;1.570557868;908.4073444;0.0001;1008;14
term_gem_glass64_J42_3_H0.0.dat;0.436489506;1.509275241;14762.33858;0.0001;1030;14
term_gem_glass64_J-80_6_H0.0.dat;0.445513346;1.479536557;864.4955698;0.0001;1272;14
term_gem_glass64_J80_7_H0.0.dat;0.404592492;1.618147342;14220.79958;0.0001;1492;14
term_gem_glass64_J8_7_H0.0.dat;0.417570205;1.618147342;5907.104119;0.0001;1808;14
term_gem_glass64_J60_7_H0.0.dat;0.388750051;1.313013571;6.824107366;0.353059479;2;15
term_gem_glass64_J-6_5_H0.0.dat;0.370452795;1.393790364;0.419410484;0.485435839;4;15
term_gem_glass64_J44_4_H0.0.dat;0.404017091;1.054870122;312.5;0.0001;8;15
term_gem_glass64_J-10_7_H0.0.dat;0.375716621;1.339405144;711.8055556;0.0001;12;15
term_gem_glass64_J-46_6_H0.0.dat;0.374001069;1.313013571;156.25;0.0001;12;15
term_gem_glass64_J-8_6_H0.0.dat;0.355454071;1.46488768;1128.472222;0.0001;12;15
term_gem_glass64_J56_9_H0.0.dat;0.375041514;1.1086791;572.9166667;0.0001;12;15
term_gem_glass64_J-28_5_H0.0.dat;0.375415263;1.352799195;585.9375;0.0001;16;15
term_gem_glass64_J-36_8_H0.0.dat;0.396318841;1.200540598;138.8888889;0.0001;18;15
term_gem_glass64_J-12_8_H0.0.dat;0.383594697;1.352799195;306.25;0.0001;20;15
term_gem_glass64_J-42_2_H0.0.dat;0.391155956;1.274398036;556.25;0.0001;20;15
term_gem_glass64_J48_2_H0.0.dat;0.385589148;1.313013571;725;0.0001;20;15
term_gem_glass64_J54_7_H0.0.dat;0.386873812;1.352799195;406.25;0.0001;20;15
term_gem_glass64_J-22_3_H0.0.dat;0.388960338;1.224671464;937.5;0.0001;24;15
term_gem_glass64_J-52_8_H0.0.dat;0.394412754;1.326143707;295.1388889;0.0001;24;15
term_gem_glass64_J22_6_H0.0.dat;0.407827883;1.165232876;5763.888889;0.0001;24;15
term_gem_glass64_J44_2_H0.0.dat;0.38356867;1.176885205;568.5763889;0.0001;24;15
term_gem_glass64_J48_7_H0.0.dat;0.395757351;1.366327187;3025.147929;0.0001;26;15
term_gem_glass64_J-26_7_H0.0.dat;0.401109759;1.339405144;819.5153061;0.0001;28;15
term_gem_glass64_J-40_0_H0.0.dat;0.380362854;1.261780234;768.494898;0.0001;28;15
term_gem_glass64_J-44_4_H0.0.dat;0.366480699;1.436023605;1250;0.0001;32;15
term_gem_glass64_J-54_7_H0.0.dat;0.373242395;1.326143707;273.4375;0.0001;32;15
term_gem_glass64_J18_2_H0.0.dat;0.370776398;1.393790364;458.984375;0.0001;32;15
term_gem_glass64_J-16_0_H0.0.dat;0.350464568;1.42180555;588.3487654;0.0001;36;15
term_gem_glass64_J-70_2_H0.0.dat;0.367712847;1.450383841;1051.311728;0.0001;36;15
term_gem_glass64_J-8_8_H0.0.dat;0.354318223;1.379990459;850.6944444;0.0001;36;15
term_gem_glass64_J22_4_H0.0.dat;0.368767042;1.393790364;711.8055556;0.0001;36;15
term_gem_glass64_J28_8_H0.0.dat;0.389381338;1.352799195;434.0277778;0.0001;36;15
term_gem_glass64_J-10_0_H0.0.dat;0.386833034;1.339405144;1937.5;0.0001;40;15
term_gem_glass64_J-4_2_H0.0.dat;0.395982631;1.339405144;962.5;0.0001;40;15
term_gem_glass64_J30_6_H0.0.dat;0.37082815;1.436023605;2704.6875;0.0001;40;15
term_gem_glass64_J60_5_H0.0.dat;0.443728291;1.1086791;962.5;0.0001;40;15
term_gem_glass64_J24_4_H0.0.dat;0.381446857;1.352799195;751.1337868;0.0001;42;15
term_gem_glass64_J2_4_H0.0.dat;0.392687664;1.274398036;1002.066116;0.0001;44;15
term_gem_glass64_J6_6_H0.0.dat;0.40329751;1.24928736;547.5206612;0.0001;44;15
term_gem_glass64_J22_0_H0.0.dat;0.397762278;1.224671464;793.9508507;0.0001;46;15
term_gem_glass64_J-22_0_H0.0.dat;0.368500638;1.407728267;781.25;0.0001;48;15
term_gem_glass64_J-28_7_H0.0.dat;0.389309866;1.407728267;1197.916667;0.0001;48;15
term_gem_glass64_J-48_3_H0.0.dat;0.363728596;1.450383841;597.8732639;0.0001;48;15
term_gem_glass64_J-64_7_H0.0.dat;0.379997979;1.326143707;203.9930556;0.0001;48;15
term_gem_glass64_J6_9_H0.0.dat;0.388350316;1.236918178;607.6388889;0.0001;48;15
term_gem_glass64_J-22_1_H0.0.dat;0.405456874;1.287142016;2962.372449;0.0001;56;15
term_gem_glass64_J-62_4_H0.0.dat;0.391477849;1.313013571;462.372449;0.0001;56;15
term_gem_glass64_J-16_8_H0.0.dat;0.384315473;1.352799195;641.6666667;0.0001;60;15
term_gem_glass64_J72_8_H0.0.dat;0.380455133;1.326143707;10822.91667;0.0001;60;15
term_gem_glass64_J-54_6_H0.0.dat;0.365930178;1.407728267;485.8398438;0.0001;64;15
term_gem_glass64_J0_6_H0.0.dat;0.393140744;1.436023605;2460.9375;0.0001;64;15
term_gem_glass64_J40_6_H0.0.dat;0.38731761;1.393790364;6423.339844;0.0001;64;15
term_gem_glass64_J44_1_H0.0.dat;0.386979465;1.261780234;625;0.0001;64;15
term_gem_glass64_J-52_9_H0.0.dat;0.353622698;1.479536557;528.0073462;0.0001;66;15
term_gem_glass64_J70_2_H0.0.dat;0.399221614;1.287142016;3888.888889;0.0001;66;15
term_gem_glass64_J-26_1_H0.0.dat;0.370383442;1.494331922;688.2569204;0.0001;68;15
term_gem_glass64_J-10_6_H0.0.dat;0.391867054;1.300013437;264.2746914;0.0001;72;15
term_gem_glass64_J-48_5_H0.0.dat;0.373775769;1.46488768;675.154321;0.0001;72;15
term_gem_glass64_J-54_8_H0.0.dat;0.375961897;1.42180555;1423.611111;0.0001;72;15
term_gem_glass64_J-42_4_H0.0.dat;0.404191493;1.165232876;428.9940828;0.0001;78;15
term_gem_glass64_J-2_6_H0.0.dat;0.393288178;1.42180555;1375;0.0001;80;15
term_gem_glass64_J2_1_H0.0.dat;0.389703838;1.509275241;2718.75;0.0001;80;15
term_gem_glass64_J36_0_H0.0.dat;0.389579325;1.393790364;962.5;0.0001;80;15
term_gem_glass64_J2_9_H0.0.dat;0.371486221;1.393790364;779.8327664;0.0001;84;15
term_gem_glass64_J58_9_H0.0.dat;0.364791843;1.450383841;1068.948413;0.0001;84;15
term_gem_glass64_J-26_6_H0.0.dat;0.377968635;1.313013571;1004.320988;0.0001;90;15
term_gem_glass64_J42_8_H0.0.dat;0.358872356;1.42180555;2230.246914;0.0001;90;15
term_gem_glass64_J-30_1_H0.0.dat;0.392546337;1.379990459;464.4097222;0.0001;96;15
term_gem_glass64_J-44_8_H0.0.dat;0.37832638;1.366327187;936.4149306;0.0001;96;15
term_gem_glass64_J18_9_H0.0.dat;0.399036994;1.339405144;1873.914931;0.0001;96;15
term_gem_glass64_J34_0_H0.0.dat;0.407129045;1.326143707;2408.854167;0.0001;96;15
term_gem_glass64_J58_8_H0.0.dat;0.359991294;1.494331922;1649.305556;0.0001;96;15
term_gem_glass64_J72_3_H0.0.dat;0.379709423;1.352799195;41610.24306;0.0001;96;15
term_gem_glass64_J46_8_H0.0.dat;0.366788438;1.407728267;15741.49408;0.0001;104;15
term_gem_glass64_J72_7_H0.0.dat;0.396691823;1.379990459;35338.01653;0.0001;110;15
term_gem_glass64_J8_3_H0.0.dat;0.37597486;1.366327187;3077.68595;0.0001;110;15
term_gem_glass64_J-44_5_H0.0.dat;0.385912817;1.379990459;465.5612245;0.0001;112;15
term_gem_glass64_J-26_8_H0.0.dat;0.363827216;1.539611674;1308.864266;0.0001;114;15
term_gem_glass64_J44_5_H0.0.dat;0.365162055;1.46488768;621.3541667;0.0001;120;15
term_gem_glass64_J4_6_H0.0.dat;0.385068801;1.339405144;907.0294785;0.0001;126;15
term_gem_glass64_J-60_7_H0.0.dat;0.370046389;1.479536557;1247.558594;0.0001;128;15
term_gem_glass64_J56_8_H0.0.dat;0.4065822;1.313013571;6369.519054;0.0001;132;15
term_gem_glass64_J12_6_H0.0.dat;0.390415395;1.379990459;1947.448097;0.0001;136;15
term_gem_glass64_J4_4_H0.0.dat;0.393236988;1.393790364;1812.372449;0.0001;140;15
term_gem_glass64_J-44_1_H0.0.dat;0.387784099;1.352799195;802.4201547;0.0001;142;15
term_gem_glass64_J58_7_H0.0.dat;0.378959273;1.42180555;3715.277778;0.0001;144;15
term_gem_glass64_J-4_4_H0.0.dat;0.421987345;1.326143707;410.751385;0.0001;152;15
term_gem_glass64_J-70_9_H0.0.dat;0.38306354;1.393790364;1119.286704;0.0001;152;15
term_gem_glass64_J62_3_H0.0.dat;0.388551069;1.379990459;12818.75;0.0001;160;15
term_gem_glass64_J50_3_H0.0.dat;0.378647685;1.42180555;9856.111192;0.0001;166;15
term_gem_glass64_J64_4_H0.0.dat;0.392570804;1.393790364;1261.692177;0.0001;168;15
term_gem_glass64_J0_0_H0.0.dat;0.393904841;1.352799195;1345.98338;0.0001;190;15
term_gem_glass64_J-40_1_H0.0.dat;0.399158071;1.326143707;388.1835938;0.0001;192;15
term_gem_glass64_J-60_0_H0.0.dat;0.397624017;1.366327187;1196.831597;0.0001;192;15
term_gem_glass64_J-68_3_H0.0.dat;0.394228285;1.555007791;485.8398438;0.0001;192;15
term_gem_glass64_J28_2_H0.0.dat;0.410145212;1.366327187;1633.379247;0.0001;198;15
term_gem_glass64_J6_4_H0.0.dat;0.397823846;1.379990459;2812.5;0.0001;200;15
term_gem_glass64_J-50_6_H0.0.dat;0.381901439;1.379990459;713.5202332;0.0001;216;15
term_gem_glass64_J-24_3_H0.0.dat;0.378937585;1.509275241;761.3201531;0.0001;224;15
term_gem_glass64_J-34_4_H0.0.dat;0.370493364;1.494331922;961.8055556;0.0001;240;15
term_gem_glass64_J-66_0_H0.0.dat;0.401835216;1.42180555;1228.993056;0.0001;240;15
term_gem_glass64_J-70_0_H0.0.dat;0.400060161;1.46488768;231.0763889;0.0001;240;15
term_gem_glass64_J26_4_H0.0.dat;0.372423126;1.42180555;1101.388889;0.0001;240;15
term_gem_glass64_J30_4_H0.0.dat;0.397615262;1.366327187;2695.683355;0.0001;242;15
term_gem_glass64_J-26_0_H0.0.dat;0.382585632;1.450383841;1230.827979;0.0001;252;15
term_gem_glass64_J0_7_H0.0.dat;0.370464652;1.509275241;1808.621117;0.0001;254;15
term_gem_glass64_J-76_1_H0.0.dat;0.385151532;1.366327187;453.4564692;0.0001;276;15
term_gem_glass64_J14_2_H0.0.dat;0.383370645;1.524367994;1456.404321;0.0001;288;15
term_gem_glass64_J60_3_H0.0.dat;0.38252748;1.339405144;7070.62637;0.0001;296;15
term_gem_glass64_J66_5_H0.0.dat;0.428947285;1.326143707;8759.522161;0.0001;304;15
term_gem_glass64_J66_8_H0.0.dat;0.393817525;1.42180555;4617.828613;0.0001;306;15
term_gem_glass64_J-66_1_H0.0.dat;0.38977804;1.407728267;485.70657;0.0001;322;15
term_gem_glass64_J70_3_H0.0.dat;0.391236913;1.479536557;2714.646465;0.0001;330;15
term_gem_glass64_J-12_4_H0.0.dat;0.394613286;1.407728267;2211.947279;0.0001;336;15
term_gem_glass64_J32_8_H0.0.dat;0.401411831;1.352799195;12045.04588;0.0001;336;15
term_gem_glass64_J6_3_H0.0.dat;0.38816634;1.393790364;1306.335034;0.0001;336;15
term_gem_glass64_J64_1_H0.0.dat;0.391012975;1.366327187;13247.65544;0.0001;352;15
term_gem_glass64_J-72_9_H0.0.dat;0.412051116;1.339405144;876.0802469;0.0001;360;15
term_gem_glass64_J38_6_H0.0.dat;0.382819664;1.494331922;2167.746914;0.0001;360;15
term_gem_glass64_J-30_9_H0.0.dat;0.403324581;1.407728267;1159.65765;0.0001;364;15
term_gem_glass64_J58_4_H0.0.dat;0.39053762;1.407728267;1749.354698;0.0001;364;15
term_gem_glass64_J50_4_H0.0.dat;0.402028695;1.479536557;1495.862188;0.0001;380;15
term_gem_glass64_J48_5_H0.0.dat;0.382657413;1.407728267;4900;0.0001;400;15
term_gem_glass64_J-38_6_H0.0.dat;0.411503289;1.379990459;1017.989053;0.0001;424;15
term_gem_glass64_J62_6_H0.0.dat;0.388644096;1.450383841;11308.6524;0.0001;444;15
term_gem_glass64_J12_9_H0.0.dat;0.383486112;1.494331922;3741.20983;0.0001;460;15
term_gem_glass64_J26_7_H0.0.dat;0.398271843;1.339405144;1187.016944;0.0001;464;15
term_gem_glass64_J38_8_H0.0.dat;0.386907248;1.586263447;6229.56302;0.0001;464;15
term_gem_glass64_J-78_5_H0.0.dat;0.398790616;1.450383841;437.109375;0.0001;480;15
term_gem_glass64_J4_0_H0.0.dat;0.393880097;1.42180555;2464.832899;0.0001;480;15
term_gem_glass64_J16_5_H0.0.dat;0.394250246;1.436023605;5044.475089;0.0001;498;15
term_gem_glass64_J76_7_H0.0.dat;0.387485938;1.479536557;25266.5;0.0001;600;15
term_gem_glass64_J74_2_H0.0.dat;0.394265305;1.479536557;9174.469488;0.0001;612;15
term_gem_glass64_J42_4_H0.0.dat;0.418284153;1.326143707;11383.98153;0.0001;620;15
term_gem_glass64_J-46_1_H0.0.dat;0.380270019;1.46488768;670.6082258;0.0001;634;15
term_gem_glass64_J54_5_H0.0.dat;0.395768334;1.379990459;3519.921875;0.0001;640;15
term_gem_glass64_J-68_9_H0.0.dat;0.39577422;1.436023605;1103.514137;0.0001;648;15
term_gem_glass64_J-62_7_H0.0.dat;0.382844483;1.479536557;762.4238605;0.0001;690;15
term_gem_glass64_J76_0_H0.0.dat;0.39464113;1.450383841;8474.282509;0.0001;704;15
term_gem_glass64_J0_9_H0.0.dat;0.391917624;1.479536557;1709.986775;0.0001;746;15
term_gem_glass64_J-10_2_H0.0.dat;0.388744816;1.555007791;1494.535335;0.0001;770;15
term_gem_glass64_J-52_0_H0.0.dat;0.397055846;1.436023605;1044.670319;0.0001;816;15
term_gem_glass64_J-58_1_H0.0.dat;0.395015338;1.436023605;1026.967953;0.0001;872;15
term_gem_glass64_J36_8_H0.0.dat;0.391113315;1.494331922;2976.639979;0.0001;880;15
term_gem_glass64_J28_9_H0.0.dat;0.389209408;1.436023605;2012.138828;0.0001;888;15
term_gem_glass64_J-42_5_H0.0.dat;0.39691052;1.479536557;1471.702832;0.0001;912;15
term_gem_glass64_J-24_1_H0.0.dat;0.391889124;1.46488768;1339.965984;0.0001;1048;15
term_gem_glass64_J80_1_H0.0.dat;0.388447918;1.436023605;29955.16118;0.0001;1080;15
term_gem_glass64_J-56_1_H0.0.dat;0.377825974;1.436023605;1362.363146;0.0001;1104;15
term_gem_glass64_J-14_3_H0.0.dat;0.410959777;1.46488768;699.9282526;0.0001;1120;15
term_gem_glass64_J-70_5_H0.0.dat;0.371172426;1.524367994;630.1085207;0.0001;1128;15
term_gem_glass64_J66_3_H0.0.dat;0.40855811;1.479536557;8587.989161;0.0001;1128;15
term_gem_glass64_J36_7_H0.0.dat;0.409914312;1.524367994;8480.267269;0.0001;1242;15
term_gem_glass64_J48_9_H0.0.dat;0.389939848;1.509275241;4650.728202;0.0001;1296;15
term_gem_glass64_J-38_9_H0.0.dat;0.393370382;1.570557868;927.7850925;0.0001;1302;15
term_gem_glass64_J8_4_H0.0.dat;0.394949445;1.539611674;2901.115002;0.0001;1328;15
term_gem_glass64_J0_3_H0.0.dat;0.407031626;1.479536557;2989.986359;0.0001;1344;15
term_gem_glass64_J2_7_H0.0.dat;0.401235514;1.524367994;5736.723765;0.0001;1362;15
term_gem_glass64_J-24_5_H0.0.dat;0.389221481;1.509275241;1510.81;0.0001;1500;15
term_gem_glass64_J-64_5_H0.0.dat;0.401200222;1.509275241;776.9710681;0.0001;1692;15
term_gem_glass64_J-46_7_H0.0.dat;0.407538443;1.436023605;949.0624493;0.0001;1776;15
term_gem_glass64_J10_6_H0.0.dat;0.41227035;1.436023605;1206.067306;0.0001;1796;15
term_gem_glass64_J-16_9_H0.0.dat;0.41169304;1.494331922;3596.03892;0.0001;1806;15
term_gem_glass64_J12_0_H0.0.dat;0.394248434;1.479536557;4018.436718;0.0001;1914;15
term_gem_glass64_J-60_9_H0.0.dat;0.394787503;1.509275241;1164.601934;0.0001;2004;15
term_gem_glass64_J60_9_H0.0.dat;0.407449395;1.524367994;7439.571784;0.0001;2376;15
term_gem_glass64_J52_9_H0.0.dat;0.394397932;1.555007791;15124.9566;0.0001;3360;15
