название; max C; T(maxC); max Xi; T(maxXi); G; f
term_gem_glass64_J62_2_H0.0.dat;0.486260057;1.570557868;5131.25;0.0001;20;11
term_gem_glass64_J-80_2_H0.0.dat;0.460170537;1.509275241;451.3888889;0.0001;24;11
term_gem_glass64_J-84_4_H0.0.dat;0.480637834;1.479536557;243.0555556;0.0001;24;11
term_gem_glass64_J-88_2_H0.0.dat;0.477519397;1.570557868;243.0555556;0.0001;24;11
term_gem_glass64_J88_5_H0.0.dat;0.506046502;1.555007791;451.3888889;0.0001;24;11
term_gem_glass64_J14_9_H0.0.dat;0.495186355;1.436023605;1393.494898;0.0001;28;11
term_gem_glass64_J-72_8_H0.0.dat;0.449152936;1.618147342;488.8888889;0.0001;30;11
term_gem_glass64_J84_5_H0.0.dat;0.487452127;1.479536557;2500;0.0001;32;11
term_gem_glass64_J90_4_H0.0.dat;0.477442632;1.539611674;625;0.0001;32;11
term_gem_glass64_J-88_5_H0.0.dat;0.460100351;1.683850613;224.9134948;0.0001;34;11
term_gem_glass64_J-78_6_H0.0.dat;0.464796426;1.555007791;217.9783951;0.0001;36;11
term_gem_glass64_J-22_8_H0.0.dat;0.475622195;1.555007791;1319.252078;0.0001;38;11
term_gem_glass64_J86_2_H0.0.dat;0.488217912;1.539611674;1402.354571;0.0001;38;11
term_gem_glass64_J52_0_H0.0.dat;0.470066758;1.650672104;5870.181406;0.0001;42;11
term_gem_glass64_J-80_0_H0.0.dat;0.481203861;1.555007791;295.1388889;0.0001;48;11
term_gem_glass64_J-88_6_H0.0.dat;0.460905385;1.650672104;468.75;0.0001;48;11
term_gem_glass64_J68_0_H0.0.dat;0.454649281;1.586263447;1558.159722;0.0001;48;11
term_gem_glass64_J88_1_H0.0.dat;0.477073883;1.555007791;23033.85417;0.0001;48;11
term_gem_glass64_J84_4_H0.0.dat;0.467452862;1.667178825;28854.4324;0.0001;56;11
term_gem_glass64_J-84_5_H0.0.dat;0.49301222;1.539611674;759.6253902;0.0001;62;11
term_gem_glass64_J-54_2_H0.0.dat;0.482782587;1.494331922;625;0.0001;64;11
term_gem_glass64_J86_0_H0.0.dat;0.483809589;1.734872971;10000;0.0001;64;11
term_gem_glass64_J80_4_H0.0.dat;0.485890002;1.586263447;1058.310376;0.0001;66;11
term_gem_glass64_J78_8_H0.0.dat;0.487163451;1.618147342;2867.468837;0.0001;76;11
term_gem_glass64_J-80_9_H0.0.dat;0.49743957;1.586263447;287.5;0.0001;80;11
term_gem_glass64_J-80_5_H0.0.dat;0.453920856;1.602126082;568.5763889;0.0001;96;11
term_gem_glass64_J82_5_H0.0.dat;0.467212034;1.683850613;10264.66837;0.0001;112;11
term_gem_glass64_J-84_6_H0.0.dat;0.459807953;1.667178825;395.1388889;0.0001;120;11
term_gem_glass64_J82_3_H0.0.dat;0.490614772;1.586263447;2304.6875;0.0001;128;11
term_gem_glass64_J-80_4_H0.0.dat;0.508493574;1.618147342;650;0.0001;160;11
term_gem_glass64_J-86_6_H0.0.dat;0.510408667;1.586263447;640.9875074;0.0001;164;11
term_gem_glass64_J-86_9_H0.0.dat;0.482928398;1.650672104;277.069161;0.0001;168;11
term_gem_glass64_J86_1_H0.0.dat;0.499272187;1.586263447;2609.392715;0.0001;168;11
term_gem_glass64_J-88_0_H0.0.dat;0.493244189;1.586263447;322.5561114;0.0001;172;11
term_gem_glass64_J-58_5_H0.0.dat;0.45346756;1.393790364;0.088635001;0.701491909;2;12
term_gem_glass64_J62_1_H0.0.dat;0.445637306;1.407728267;1.636941079;0.536223168;2;12
term_gem_glass64_J-28_3_H0.0.dat;0.462954412;1.300013437;1406.25;0.0001;4;12
term_gem_glass64_J-50_0_H0.0.dat;0.446525495;1.407728267;625;0.0001;4;12
term_gem_glass64_J-52_4_H0.0.dat;0.477513039;1.212546004;156.25;0.0001;4;12
term_gem_glass64_J-62_2_H0.0.dat;0.442020168;1.479536557;156.25;0.0001;4;12
term_gem_glass64_J-68_4_H0.0.dat;0.441232492;1.407728267;156.25;0.0001;4;12
term_gem_glass64_J-74_7_H0.0.dat;0.436139473;1.479536557;156.25;0.0001;4;12
term_gem_glass64_J-76_0_H0.0.dat;0.423297574;1.509275241;156.25;0.0001;4;12
term_gem_glass64_J-76_3_H0.0.dat;0.447082999;1.407728267;156.25;0.0001;4;12
term_gem_glass64_J58_2_H0.0.dat;0.399255528;1.436023605;156.25;0.0001;4;12
term_gem_glass64_J-18_6_H0.0.dat;0.441692097;1.46488768;138.8888889;0.0001;6;12
term_gem_glass64_J-84_7_H0.0.dat;0.445810744;1.42180555;138.8888889;0.0001;6;12
term_gem_glass64_J40_8_H0.0.dat;0.407338219;1.524367994;138.8888889;0.0001;6;12
term_gem_glass64_J40_9_H0.0.dat;0.437055121;1.494331922;416.6666667;0.0001;6;12
term_gem_glass64_J-18_9_H0.0.dat;0.425937474;1.407728267;312.5;0.0001;8;12
term_gem_glass64_J-24_6_H0.0.dat;0.434343851;1.524367994;625;0.0001;8;12
term_gem_glass64_J-2_4_H0.0.dat;0.433455472;1.450383841;312.5;0.0001;8;12
term_gem_glass64_J-8_9_H0.0.dat;0.462458343;1.407728267;312.5;0.0001;8;12
term_gem_glass64_J2_3_H0.0.dat;0.439813054;1.494331922;429.6875;0.0001;8;12
term_gem_glass64_J84_1_H0.0.dat;0.434405602;1.494331922;781.25;0.0001;8;12
term_gem_glass64_J-48_1_H0.0.dat;0.486361104;1.287142016;350;0.0001;10;12
term_gem_glass64_J-84_1_H0.0.dat;0.436884529;1.555007791;150;0.0001;10;12
term_gem_glass64_J-60_4_H0.0.dat;0.434813373;1.602126082;295.1388889;0.0001;12;12
term_gem_glass64_J18_1_H0.0.dat;0.461459555;1.436023605;1128.472222;0.0001;12;12
term_gem_glass64_J20_2_H0.0.dat;0.448270099;1.436023605;295.1388889;0.0001;12;12
term_gem_glass64_J58_6_H0.0.dat;0.446609187;1.509275241;572.9166667;0.0001;12;12
term_gem_glass64_J80_0_H0.0.dat;0.45940426;1.479536557;295.1388889;0.0001;12;12
term_gem_glass64_J88_3_H0.0.dat;0.454544119;1.555007791;1128.472222;0.0001;12;12
term_gem_glass64_J24_8_H0.0.dat;0.45358933;1.479536557;2500;0.0001;14;12
term_gem_glass64_J-60_8_H0.0.dat;0.428975095;1.555007791;468.75;0.0001;16;12
term_gem_glass64_J-64_9_H0.0.dat;0.456393192;1.509275241;273.4375;0.0001;16;12
term_gem_glass64_J-88_8_H0.0.dat;0.465309049;1.42180555;312.5;0.0001;16;12
term_gem_glass64_J12_3_H0.0.dat;0.457870973;1.524367994;585.9375;0.0001;16;12
term_gem_glass64_J36_5_H0.0.dat;0.451604341;1.366327187;24648.4375;0.0001;16;12
term_gem_glass64_J68_6_H0.0.dat;0.479780984;1.393790364;781.25;0.0001;16;12
term_gem_glass64_J-32_1_H0.0.dat;0.416261216;1.586263447;1111.111111;0.0001;18;12
term_gem_glass64_J-46_8_H0.0.dat;0.458226493;1.555007791;277.7777778;0.0001;18;12
term_gem_glass64_J32_9_H0.0.dat;0.442830608;1.539611674;3056.25;0.0001;20;12
term_gem_glass64_J76_8_H0.0.dat;0.440627998;1.555007791;975;0.0001;20;12
term_gem_glass64_J-46_0_H0.0.dat;0.457947927;1.42180555;295.1388889;0.0001;24;12
term_gem_glass64_J-76_2_H0.0.dat;0.432940404;1.539611674;256.0763889;0.0001;24;12
term_gem_glass64_J52_7_H0.0.dat;0.443058526;1.261780234;312.5;0.0001;24;12
term_gem_glass64_J54_1_H0.0.dat;0.437169311;1.509275241;1753.472222;0.0001;24;12
term_gem_glass64_J60_4_H0.0.dat;0.432224779;1.524367994;295.1388889;0.0001;24;12
term_gem_glass64_J70_4_H0.0.dat;0.444682373;1.494331922;451.3888889;0.0001;24;12
term_gem_glass64_J78_7_H0.0.dat;0.4471013;1.539611674;6197.916667;0.0001;24;12
term_gem_glass64_J24_5_H0.0.dat;0.47478359;1.42180555;666.4540816;0.0001;28;12
term_gem_glass64_J84_8_H0.0.dat;0.448088914;1.509275241;4081.632653;0.0001;28;12
term_gem_glass64_J72_2_H0.0.dat;0.450700967;1.509275241;1066.666667;0.0001;30;12
term_gem_glass64_J-20_6_H0.0.dat;0.516393427;1.46488768;458.984375;0.0001;32;12
term_gem_glass64_J-24_9_H0.0.dat;0.463536268;1.436023605;742.1875;0.0001;32;12
term_gem_glass64_J10_7_H0.0.dat;0.45550012;1.479536557;1240.234375;0.0001;32;12
term_gem_glass64_J30_8_H0.0.dat;0.441375046;1.539611674;3376.464844;0.0001;32;12
term_gem_glass64_J74_8_H0.0.dat;0.444425456;1.555007791;1562.5;0.0001;32;12
term_gem_glass64_J86_8_H0.0.dat;0.444936375;1.555007791;1093.75;0.0001;32;12
term_gem_glass64_J-10_1_H0.0.dat;0.454413935;1.602126082;711.8055556;0.0001;36;12
term_gem_glass64_J-84_2_H0.0.dat;0.427928991;1.570557868;256.25;0.0001;40;12
term_gem_glass64_J-84_8_H0.0.dat;0.453745682;1.634328816;431.25;0.0001;40;12
term_gem_glass64_J76_3_H0.0.dat;0.44329823;1.618147342;6687.5;0.0001;40;12
term_gem_glass64_J-82_8_H0.0.dat;0.494005593;1.42180555;273.4375;0.0001;48;12
term_gem_glass64_J-82_9_H0.0.dat;0.433843242;1.570557868;295.1388889;0.0001;48;12
term_gem_glass64_J30_3_H0.0.dat;0.436755165;1.524367994;1354.166667;0.0001;48;12
term_gem_glass64_J72_1_H0.0.dat;0.44250178;1.555007791;885.4166667;0.0001;48;12
term_gem_glass64_J78_2_H0.0.dat;0.449065999;1.586263447;9479.166667;0.0001;48;12
term_gem_glass64_J-68_7_H0.0.dat;0.45610056;1.509275241;600;0.0001;50;12
term_gem_glass64_J-88_7_H0.0.dat;0.497015697;1.479536557;244;0.0001;50;12
term_gem_glass64_J76_6_H0.0.dat;0.445442686;1.586263447;1527.777778;0.0001;54;12
term_gem_glass64_J-28_8_H0.0.dat;0.471121414;1.352799195;924.744898;0.0001;56;12
term_gem_glass64_J42_1_H0.0.dat;0.441916092;1.479536557;6227.678571;0.0001;56;12
term_gem_glass64_J86_3_H0.0.dat;0.440773337;1.602126082;8188.77551;0.0001;56;12
term_gem_glass64_J-56_9_H0.0.dat;0.451088939;1.524367994;445.1388889;0.0001;60;12
term_gem_glass64_J-74_9_H0.0.dat;0.470172752;1.494331922;518.9906348;0.0001;62;12
term_gem_glass64_J88_2_H0.0.dat;0.442105325;1.717696011;5429.6875;0.0001;64;12
term_gem_glass64_J-80_8_H0.0.dat;0.465478859;1.494331922;295.1388889;0.0001;72;12
term_gem_glass64_J24_0_H0.0.dat;0.457700514;1.509275241;1927.393186;0.0001;86;12
term_gem_glass64_J-70_4_H0.0.dat;0.45857948;1.618147342;367.7040289;0.0001;88;12
term_gem_glass64_J-34_1_H0.0.dat;0.454933714;1.602126082;545.7899306;0.0001;96;12
term_gem_glass64_J-82_1_H0.0.dat;0.466411691;1.539611674;408.6538462;0.0001;104;12
term_gem_glass64_J40_0_H0.0.dat;0.45477383;1.494331922;1391.457101;0.0001;104;12
term_gem_glass64_J-40_8_H0.0.dat;0.444007561;1.46488768;749.5284636;0.0001;108;12
term_gem_glass64_J-40_9_H0.0.dat;0.457850282;1.570557868;1961.805556;0.0001;108;12
term_gem_glass64_J-88_9_H0.0.dat;0.464452227;1.555007791;217.9783951;0.0001;108;12
term_gem_glass64_J74_5_H0.0.dat;0.45741316;1.555007791;5218.055556;0.0001;120;12
term_gem_glass64_J80_2_H0.0.dat;0.465417448;1.618147342;18122.55859;0.0001;128;12
term_gem_glass64_J4_7_H0.0.dat;0.452825732;1.570557868;3115.268166;0.0001;136;12
term_gem_glass64_J82_8_H0.0.dat;0.448604726;1.586263447;32143.70675;0.0001;136;12
term_gem_glass64_J-88_3_H0.0.dat;0.48487834;1.586263447;342.8819444;0.0001;144;12
term_gem_glass64_J-88_4_H0.0.dat;0.462251567;1.570557868;489.9691358;0.0001;144;12
term_gem_glass64_J78_9_H0.0.dat;0.446599709;1.586263447;24893.90432;0.0001;180;12
term_gem_glass64_J82_1_H0.0.dat;0.46796316;1.539611674;28703.73022;0.0001;196;12
term_gem_glass64_J-84_9_H0.0.dat;0.429122446;1.602126082;588.5;0.0001;200;12
term_gem_glass64_J74_0_H0.0.dat;0.436592746;1.667178825;12947.07429;0.0001;234;12
term_gem_glass64_J-84_0_H0.0.dat;0.456261471;1.650672104;764.7460938;0.0001;320;12
term_gem_glass64_J-10_3_H0.0.dat;0.41084449;1.42180555;0.315043816;0.76721137;2;13
term_gem_glass64_J-12_7_H0.0.dat;0.397703763;1.450383841;0.514918103;0.580652854;2;13
term_gem_glass64_J-66_8_H0.0.dat;0.428239197;1.352799195;0.078546302;1.539611674;2;13
term_gem_glass64_J-32_3_H0.0.dat;0.431094733;1.407728267;156.25;0.0001;4;13
term_gem_glass64_J-50_8_H0.0.dat;0.405851311;1.450383841;625;0.0001;4;13
term_gem_glass64_J26_0_H0.0.dat;0.405612223;1.524367994;156.25;0.0001;4;13
term_gem_glass64_J-42_0_H0.0.dat;0.425006983;1.366327187;416.6666667;0.0001;6;13
term_gem_glass64_J-70_7_H0.0.dat;0.443448015;1.236918178;138.8888889;0.0001;6;13
term_gem_glass64_J-46_4_H0.0.dat;0.434582716;1.366327187;312.5;0.0001;8;13
term_gem_glass64_J-78_8_H0.0.dat;0.433854348;1.313013571;312.5;0.0001;8;13
term_gem_glass64_J56_4_H0.0.dat;0.411873605;1.300013437;1367.1875;0.0001;8;13
term_gem_glass64_J62_7_H0.0.dat;0.425555033;1.393790364;312.5;0.0001;8;13
term_gem_glass64_J-18_0_H0.0.dat;0.442506988;1.326143707;850;0.0001;10;13
term_gem_glass64_J-22_5_H0.0.dat;0.445334233;1.313013571;572.9166667;0.0001;12;13
term_gem_glass64_J-30_7_H0.0.dat;0.435034922;1.352799195;572.9166667;0.0001;12;13
term_gem_glass64_J-66_6_H0.0.dat;0.417638459;1.450383841;295.1388889;0.0001;12;13
term_gem_glass64_J-66_9_H0.0.dat;0.41826143;1.46488768;295.1388889;0.0001;12;13
term_gem_glass64_J14_0_H0.0.dat;0.455313911;1.274398036;295.1388889;0.0001;12;13
term_gem_glass64_J18_0_H0.0.dat;0.429760189;1.366327187;295.1388889;0.0001;12;13
term_gem_glass64_J44_0_H0.0.dat;0.413398503;1.524367994;295.1388889;0.0001;12;13
term_gem_glass64_J78_3_H0.0.dat;0.417266881;1.46488768;763.8888889;0.0001;12;13
term_gem_glass64_J-2_0_H0.0.dat;0.42536822;1.42180555;468.75;0.0001;16;13
term_gem_glass64_J-46_9_H0.0.dat;0.430124988;1.393790364;468.75;0.0001;16;13
term_gem_glass64_J-6_2_H0.0.dat;0.413644563;1.450383841;468.75;0.0001;16;13
term_gem_glass64_J16_6_H0.0.dat;0.430209564;1.352799195;273.4375;0.0001;16;13
term_gem_glass64_J22_1_H0.0.dat;0.420336979;1.366327187;1523.4375;0.0001;16;13
term_gem_glass64_J40_7_H0.0.dat;0.419157419;1.379990459;937.5;0.0001;16;13
term_gem_glass64_J46_2_H0.0.dat;0.409273608;1.366327187;585.9375;0.0001;16;13
term_gem_glass64_J64_0_H0.0.dat;0.423599631;1.450383841;468.75;0.0001;16;13
term_gem_glass64_J78_5_H0.0.dat;0.427063499;1.494331922;468.75;0.0001;16;13
term_gem_glass64_J82_2_H0.0.dat;0.431720004;1.539611674;2812.5;0.0001;16;13
term_gem_glass64_J-76_5_H0.0.dat;0.403698233;1.524367994;277.7777778;0.0001;18;13
term_gem_glass64_J32_0_H0.0.dat;0.454476041;1.24928736;555.5555556;0.0001;18;13
term_gem_glass64_J-36_9_H0.0.dat;0.423944906;1.479536557;775;0.0001;20;13
term_gem_glass64_J-70_8_H0.0.dat;0.411884273;1.407728267;506.25;0.0001;20;13
term_gem_glass64_J26_5_H0.0.dat;0.431535249;1.42180555;806.25;0.0001;20;13
term_gem_glass64_J-34_6_H0.0.dat;0.400957232;1.46488768;729.1666667;0.0001;24;13
term_gem_glass64_J-52_7_H0.0.dat;0.40478639;1.494331922;312.5;0.0001;24;13
term_gem_glass64_J-62_3_H0.0.dat;0.43494337;1.407728267;503.4722222;0.0001;24;13
term_gem_glass64_J-64_1_H0.0.dat;0.400445391;1.509275241;243.0555556;0.0001;24;13
term_gem_glass64_J-74_2_H0.0.dat;0.409149156;1.450383841;451.3888889;0.0001;24;13
term_gem_glass64_J-82_6_H0.0.dat;0.417024634;1.479536557;295.1388889;0.0001;24;13
term_gem_glass64_J36_9_H0.0.dat;0.472065693;1.287142016;451.3888889;0.0001;24;13
term_gem_glass64_J72_9_H0.0.dat;0.42066131;1.555007791;1089.409722;0.0001;24;13
term_gem_glass64_J-38_1_H0.0.dat;0.419849685;1.436023605;462.372449;0.0001;28;13
term_gem_glass64_J74_1_H0.0.dat;0.405166489;1.570557868;2962.372449;0.0001;28;13
term_gem_glass64_J16_0_H0.0.dat;0.438784627;1.352799195;1166.666667;0.0001;30;13
term_gem_glass64_J32_4_H0.0.dat;0.437159951;1.602126082;4155.555556;0.0001;30;13
term_gem_glass64_J-34_2_H0.0.dat;0.430697285;1.42180555;898.4375;0.0001;32;13
term_gem_glass64_J-48_4_H0.0.dat;0.480129219;1.287142016;458.984375;0.0001;32;13
term_gem_glass64_J-72_6_H0.0.dat;0.451451703;1.274398036;312.5;0.0001;32;13
term_gem_glass64_J-82_4_H0.0.dat;0.429309405;1.570557868;224.609375;0.0001;32;13
term_gem_glass64_J42_6_H0.0.dat;0.424217751;1.46488768;625;0.0001;32;13
term_gem_glass64_J46_4_H0.0.dat;0.412210226;1.494331922;1093.75;0.0001;32;13
term_gem_glass64_J60_2_H0.0.dat;0.456191185;1.261780234;2500;0.0001;32;13
term_gem_glass64_J64_8_H0.0.dat;0.441347631;1.393790364;468.75;0.0001;32;13
term_gem_glass64_J70_5_H0.0.dat;0.44529151;1.287142016;32148.4375;0.0001;32;13
term_gem_glass64_J74_7_H0.0.dat;0.418705076;1.42180555;1875;0.0001;32;13
term_gem_glass64_J18_7_H0.0.dat;0.418727561;1.509275241;570.9342561;0.0001;34;13
term_gem_glass64_J-64_0_H0.0.dat;0.398981403;1.586263447;217.9783951;0.0001;36;13
term_gem_glass64_J70_6_H0.0.dat;0.42002069;1.494331922;773.5339506;0.0001;36;13
term_gem_glass64_J-6_3_H0.0.dat;0.412644381;1.634328816;3006.25;0.0001;40;13
term_gem_glass64_J40_2_H0.0.dat;0.426463319;1.494331922;4531.25;0.0001;40;13
term_gem_glass64_J82_4_H0.0.dat;0.410944843;1.46488768;1562.5;0.0001;40;13
term_gem_glass64_J82_9_H0.0.dat;0.415587362;1.555007791;4462.5;0.0001;40;13
term_gem_glass64_J-50_5_H0.0.dat;0.398940254;1.586263447;929.7052154;0.0001;42;13
term_gem_glass64_J-72_4_H0.0.dat;0.415477814;1.555007791;484.6938776;0.0001;42;13
term_gem_glass64_J-56_5_H0.0.dat;0.434455563;1.393790364;468.75;0.0001;48;13
term_gem_glass64_J-64_2_H0.0.dat;0.486356817;1.24928736;416.6666667;0.0001;48;13
term_gem_glass64_J-78_7_H0.0.dat;0.415422325;1.555007791;416.6666667;0.0001;48;13
term_gem_glass64_J12_2_H0.0.dat;0.452979665;1.379990459;3190.104167;0.0001;48;13
term_gem_glass64_J36_1_H0.0.dat;0.431864355;1.450383841;885.4166667;0.0001;48;13
term_gem_glass64_J50_2_H0.0.dat;0.430716597;1.46488768;1909.722222;0.0001;48;13
term_gem_glass64_J60_6_H0.0.dat;0.425004047;1.479536557;5104.166667;0.0001;48;13
term_gem_glass64_J6_5_H0.0.dat;0.455380538;1.352799195;3368.055556;0.0001;48;13
term_gem_glass64_J-34_8_H0.0.dat;0.426514731;1.366327187;651.8121302;0.0001;52;13
term_gem_glass64_J-42_8_H0.0.dat;0.428406443;1.479536557;156.0356653;0.0001;54;13
term_gem_glass64_J78_1_H0.0.dat;0.431346172;1.339405144;30015.4321;0.0001;54;13
term_gem_glass64_J-52_1_H0.0.dat;0.403189474;1.667178825;487.8826531;0.0001;56;13
term_gem_glass64_J22_7_H0.0.dat;0.451972522;1.300013437;3880.739796;0.0001;56;13
term_gem_glass64_J26_3_H0.0.dat;0.441358677;1.436023605;5299.744898;0.0001;56;13
term_gem_glass64_J2_0_H0.0.dat;0.415325361;1.539611674;395.1388889;0.0001;60;13
term_gem_glass64_J68_7_H0.0.dat;0.431988738;1.436023605;6891.666667;0.0001;60;13
term_gem_glass64_J-26_9_H0.0.dat;0.431021623;1.479536557;1223.985432;0.0001;62;13
term_gem_glass64_J-62_8_H0.0.dat;0.416815774;1.555007791;771.484375;0.0001;64;13
term_gem_glass64_J-58_0_H0.0.dat;0.400702771;1.586263447;818.0147059;0.0001;68;13
term_gem_glass64_J-36_0_H0.0.dat;0.413664936;1.494331922;434.0277778;0.0001;72;13
term_gem_glass64_J34_6_H0.0.dat;0.423263375;1.407728267;1028.826177;0.0001;76;13
term_gem_glass64_J52_5_H0.0.dat;0.444551902;1.450383841;1814.837258;0.0001;76;13
term_gem_glass64_J70_0_H0.0.dat;0.419219024;1.479536557;5672.177978;0.0001;76;13
term_gem_glass64_J-78_0_H0.0.dat;0.417593031;1.618147342;673.4375;0.0001;80;13
term_gem_glass64_J18_4_H0.0.dat;0.45333958;1.407728267;8850;0.0001;80;13
term_gem_glass64_J30_9_H0.0.dat;0.45034893;1.494331922;818.75;0.0001;80;13
term_gem_glass64_J-48_0_H0.0.dat;0.46030948;1.379990459;404.9486209;0.0001;86;13
term_gem_glass64_J-74_0_H0.0.dat;0.411971054;1.570557868;1039.514463;0.0001;88;13
term_gem_glass64_J-76_8_H0.0.dat;0.418751822;1.555007791;534.3218336;0.0001;92;13
term_gem_glass64_J20_1_H0.0.dat;0.453064971;1.436023605;2022.68431;0.0001;92;13
term_gem_glass64_J-74_4_H0.0.dat;0.43580616;1.509275241;903.8494513;0.0001;108;13
term_gem_glass64_J86_4_H0.0.dat;0.441825289;1.42180555;6915.509259;0.0001;108;13
term_gem_glass64_J-70_3_H0.0.dat;0.423893337;1.436023605;344.3877551;0.0001;112;13
term_gem_glass64_J-62_6_H0.0.dat;0.43024196;1.555007791;1295.138889;0.0001;120;13
term_gem_glass64_J-72_0_H0.0.dat;0.43616642;1.46488768;212.5;0.0001;120;13
term_gem_glass64_J72_5_H0.0.dat;0.422508427;1.494331922;5476.229188;0.0001;124;13
term_gem_glass64_J-62_5_H0.0.dat;0.429001683;1.407728267;900;0.0001;130;13
term_gem_glass64_J-26_3_H0.0.dat;0.428323895;1.524367994;903.4341525;0.0001;138;13
term_gem_glass64_J-44_3_H0.0.dat;0.455575945;1.450383841;729.1666667;0.0001;144;13
term_gem_glass64_J-86_7_H0.0.dat;0.428249777;1.634328816;590.2777778;0.0001;144;13
term_gem_glass64_J36_3_H0.0.dat;0.428261858;1.683850613;1919.367284;0.0001;144;13
term_gem_glass64_J38_9_H0.0.dat;0.454237434;1.379990459;1871.985918;0.0001;144;13
term_gem_glass64_J-62_1_H0.0.dat;0.430444354;1.42180555;475.119165;0.0001;156;13
term_gem_glass64_J-56_7_H0.0.dat;0.420500073;1.602126082;368.75;0.0001;160;13
term_gem_glass64_J82_0_H0.0.dat;0.409303034;1.570557868;12912.5;0.0001;160;13
term_gem_glass64_J74_3_H0.0.dat;0.441498179;1.539611674;6445.138889;0.0001;180;13
term_gem_glass64_J44_6_H0.0.dat;0.434247181;1.509275241;7964.409722;0.0001;192;13
term_gem_glass64_J66_2_H0.0.dat;0.423364139;1.570557868;15363.49826;0.0001;192;13
term_gem_glass64_J78_4_H0.0.dat;0.435254243;1.570557868;4191.623264;0.0001;192;13
term_gem_glass64_J66_6_H0.0.dat;0.433639455;1.479536557;4275;0.0001;200;13
term_gem_glass64_J-62_0_H0.0.dat;0.424965547;1.555007791;751.3605442;0.0001;210;13
term_gem_glass64_J-72_5_H0.0.dat;0.434888205;1.494331922;379.1887125;0.0001;252;13
term_gem_glass64_J10_3_H0.0.dat;0.445676246;1.539611674;1287.5;0.0001;280;13
term_gem_glass64_J-86_5_H0.0.dat;0.418978431;1.555007791;479.5927684;0.0001;296;13
term_gem_glass64_J70_8_H0.0.dat;0.426599134;1.539611674;2672.06211;0.0001;308;13
term_gem_glass64_J52_8_H0.0.dat;0.444310331;1.494331922;6210.058594;0.0001;320;13
term_gem_glass64_J76_9_H0.0.dat;0.422022978;1.618147342;14320.24939;0.0001;324;13
term_gem_glass64_J76_1_H0.0.dat;0.421055233;1.634328816;31084.02955;0.0001;334;13
term_gem_glass64_J-78_4_H0.0.dat;0.413330071;1.717696011;369.7482639;0.0001;480;13
term_gem_glass64_J78_0_H0.0.dat;0.437061153;1.570557868;10452.79437;0.0001;482;13
term_gem_glass64_J-68_6_H0.0.dat;0.422367898;1.586263447;969.3307227;0.0001;530;13
term_gem_glass64_J64_5_H0.0.dat;0.438825552;1.667178825;13657.848;0.0001;556;13
term_gem_glass64_J-80_1_H0.0.dat;0.443089411;1.667178825;481.9335937;0.0001;640;13
term_gem_glass64_J-80_3_H0.0.dat;0.438500756;1.650672104;624.385304;0.0001;1416;13
term_gem_glass64_J-54_3_H0.0.dat;0.378084213;1.436023605;156.25;0.0001;4;14
term_gem_glass64_J44_3_H0.0.dat;0.40885934;1.326143707;156.25;0.0001;4;14
term_gem_glass64_J46_6_H0.0.dat;0.40737836;0.964509762;416.6666667;0.0001;6;14
term_gem_glass64_J-14_2_H0.0.dat;0.396563097;1.352799195;312.5;0.0001;8;14
term_gem_glass64_J10_5_H0.0.dat;0.422727249;1.165232876;156.25;0.0001;8;14
term_gem_glass64_J48_0_H0.0.dat;0.40605959;1.212546004;312.5;0.0001;8;14
term_gem_glass64_J4_3_H0.0.dat;0.39286273;1.407728267;156.25;0.0001;8;14
term_gem_glass64_J-36_7_H0.0.dat;0.390689765;1.42180555;295.1388889;0.0001;12;14
term_gem_glass64_J-48_7_H0.0.dat;0.40056146;1.300013437;295.1388889;0.0001;12;14
term_gem_glass64_J-58_7_H0.0.dat;0.374696812;1.42180555;295.1388889;0.0001;12;14
term_gem_glass64_J44_9_H0.0.dat;0.410897642;1.313013571;1822.916667;0.0001;12;14
term_gem_glass64_J64_9_H0.0.dat;0.392321706;1.352799195;3628.472222;0.0001;12;14
term_gem_glass64_J24_3_H0.0.dat;0.410881983;1.313013571;688.7755102;0.0001;14;14
term_gem_glass64_J-32_5_H0.0.dat;0.380257714;1.539611674;273.4375;0.0001;16;14
term_gem_glass64_J44_8_H0.0.dat;0.398608766;1.393790364;937.5;0.0001;16;14
term_gem_glass64_J-48_8_H0.0.dat;0.428223333;1.300013437;524.691358;0.0001;18;14
term_gem_glass64_J-6_7_H0.0.dat;0.439550542;1.224671464;1728.395062;0.0001;18;14
term_gem_glass64_J-32_0_H0.0.dat;0.38953956;1.46488768;806.25;0.0001;20;14
term_gem_glass64_J-64_3_H0.0.dat;0.380424634;1.602126082;1064.049587;0.0001;22;14
term_gem_glass64_J-16_4_H0.0.dat;0.439035151;1.13096355;1545.138889;0.0001;24;14
term_gem_glass64_J-42_7_H0.0.dat;0.440221229;1.313013571;295.1388889;0.0001;24;14
term_gem_glass64_J14_1_H0.0.dat;0.39330854;1.379990459;295.1388889;0.0001;24;14
term_gem_glass64_J36_6_H0.0.dat;0.382145606;1.274398036;451.3888889;0.0001;24;14
term_gem_glass64_J4_2_H0.0.dat;0.401928543;1.393790364;572.9166667;0.0001;24;14
term_gem_glass64_J-20_7_H0.0.dat;0.407328958;1.326143707;1264.792899;0.0001;26;14
term_gem_glass64_J-74_3_H0.0.dat;0.389734177;1.46488768;666.4540816;0.0001;28;14
term_gem_glass64_J-22_4_H0.0.dat;0.408172328;1.436023605;488.8888889;0.0001;30;14
