#T	E/N	M/N	C/N	Xi/N
0.0001	-3.299814583333333	0.28125	0.0	0.0
0.000101	-3.299814583333333	0.28125	0.0	0.0
0.00010201000000000001	-3.299814583333333	0.28125	0.0	0.0
0.00010303010000000001	-3.299814583333333	0.28125	0.0	0.0
0.00010406040100000001	-3.299814583333333	0.28125	0.0	0.0
0.00010510100501000002	-3.299814583333333	0.28125	0.0	0.0
0.00010615201506010001	-3.299814583333333	0.28125	0.0	0.0
0.00010721353521070101	-3.299814583333333	0.28125	0.0	0.0
0.00010828567056280802	-3.299814583333333	0.28125	0.0	0.0
0.00010936852726843611	-3.299814583333333	0.28125	0.0	0.0
0.00011046221254112047	-3.299814583333333	0.28125	0.0	0.0
0.00011156683466653167	-3.299814583333333	0.28125	0.0	0.0
0.00011268250301319699	-3.299814583333333	0.28125	0.0	0.0
0.00011380932804332896	-3.299814583333333	0.28125	0.0	0.0
0.00011494742132376225	-3.299814583333333	0.28125	0.0	0.0
0.00011609689553699987	-3.299814583333333	0.28125	0.0	0.0
0.00011725786449236987	-3.299814583333333	0.28125	0.0	0.0
0.00011843044313729357	-3.299814583333333	0.28125	0.0	0.0
0.00011961474756866651	-3.299814583333333	0.28125	0.0	0.0
0.00012081089504435318	-3.299814583333333	0.28125	0.0	0.0
0.00012201900399479672	-3.299814583333333	0.28125	0.0	0.0
0.00012323919403474468	-3.299814583333333	0.28125	0.0	0.0
0.00012447158597509212	-3.299814583333333	0.28125	0.0	0.0
0.00012571630183484304	-3.299814583333333	0.28125	0.0	0.0
0.00012697346485319145	-3.299814583333333	0.28125	0.0	0.0
0.00012824319950172338	-3.299814583333333	0.28125	0.0	0.0
0.0001295256314967406	-3.299814583333333	0.28125	0.0	0.0
0.00013082088781170802	-3.299814583333333	0.28125	0.0	0.0
0.0001321290966898251	-3.299814583333333	0.28125	0.0	0.0
0.00013345038765672336	-3.299814583333333	0.28125	0.0	0.0
0.0001347848915332906	-3.299814583333333	0.28125	0.0	0.0
0.0001361327404486235	-3.299814583333333	0.28125	0.0	0.0
0.00013749406785310974	-3.299814583333333	0.28125	0.0	0.0
0.00013886900853164082	-3.299814583333333	0.28125	0.0	0.0
0.00014025769861695722	-3.299814583333333	0.28125	0.0	0.0
0.0001416602756031268	-3.299814583333333	0.28125	0.0	0.0
0.00014307687835915807	-3.299814583333333	0.28125	0.0	0.0
0.00014450764714274964	-3.299814583333333	0.28125	0.0	0.0
0.00014595272361417715	-3.299814583333333	0.28125	0.0	0.0
0.00014741225085031893	-3.299814583333333	0.28125	0.0	0.0
0.00014888637335882211	-3.299814583333333	0.28125	0.0	0.0
0.00015037523709241033	-3.299814583333333	0.28125	0.0	0.0
0.00015187898946333444	-3.299814583333333	0.28125	0.0	0.0
0.00015339777935796778	-3.299814583333333	0.28125	0.0	0.0
0.00015493175715154746	-3.299814583333333	0.28125	0.0	0.0
0.00015648107472306292	-3.299814583333333	0.28125	0.0	0.0
0.00015804588547029355	-3.299814583333333	0.28125	0.0	0.0
0.00015962634432499647	-3.299814583333333	0.28125	0.0	0.0
0.00016122260776824644	-3.299814583333333	0.28125	0.0	0.0
0.0001628348338459289	-3.299814583333333	0.28125	0.0	0.0
0.00016446318218438818	-3.299814583333333	0.28125	0.0	0.0
0.00016610781400623208	-3.299814583333333	0.28125	0.0	0.0
0.0001677688921462944	-3.299814583333333	0.28125	0.0	0.0
0.00016944658106775735	-3.299814583333333	0.28125	0.0	0.0
0.00017114104687843492	-3.299814583333333	0.28125	0.0	0.0
0.00017285245734721926	-3.299814583333333	0.28125	0.0	0.0
0.00017458098192069146	-3.299814583333333	0.28125	0.0	0.0
0.00017632679173989837	-3.299814583333333	0.28125	0.0	0.0
0.00017809005965729736	-3.299814583333333	0.28125	0.0	0.0
0.00017987096025387034	-3.299814583333333	0.28125	0.0	0.0
0.00018166966985640905	-3.299814583333333	0.28125	0.0	0.0
0.00018348636655497315	-3.299814583333333	0.28125	0.0	0.0
0.00018532123022052289	-3.299814583333333	0.28125	0.0	0.0
0.00018717444252272812	-3.299814583333333	0.28125	0.0	0.0
0.0001890461869479554	-3.299814583333333	0.28125	0.0	0.0
0.00019093664881743498	-3.299814583333333	0.28125	0.0	0.0
0.00019284601530560934	-3.299814583333333	0.28125	0.0	0.0
0.00019477447545866543	-3.299814583333333	0.28125	0.0	0.0
0.0001967222202132521	-3.299814583333333	0.28125	0.0	0.0
0.00019868944241538462	-3.299814583333333	0.28125	0.0	0.0
0.00020067633683953847	-3.299814583333333	0.28125	0.0	0.0
0.00020268310020793385	-3.299814583333333	0.28125	0.0	0.0
0.0002047099312100132	-3.299814583333333	0.28125	0.0	0.0
0.00020675703052211333	-3.299814583333333	0.28125	0.0	0.0
0.00020882460082733448	-3.299814583333333	0.28125	0.0	0.0
0.00021091284683560782	-3.299814583333333	0.28125	0.0	0.0
0.0002130219753039639	-3.299814583333333	0.28125	0.0	0.0
0.00021515219505700354	-3.299814583333333	0.28125	0.0	0.0
0.00021730371700757358	-3.299814583333333	0.28125	0.0	0.0
0.0002194767541776493	-3.299814583333333	0.28125	0.0	0.0
0.0002216715217194258	-3.299814583333333	0.28125	0.0	0.0
0.00022388823693662006	-3.299814583333333	0.28125	0.0	0.0
0.00022612711930598627	-3.299814583333333	0.28125	0.0	0.0
0.00022838839049904613	-3.299814583333333	0.28125	0.0	0.0
0.0002306722744040366	-3.299814583333333	0.28125	0.0	0.0
0.00023297899714807695	-3.299814583333333	0.28125	0.0	0.0
0.00023530878711955773	-3.299814583333333	0.28125	0.0	0.0
0.00023766187499075331	-3.299814583333333	0.28125	0.0	0.0
0.00024003849374066086	-3.299814583333333	0.28125	0.0	0.0
0.00024243887867806747	-3.299814583333333	0.28125	0.0	0.0
0.0002448632674648481	-3.299814583333333	0.28125	0.0	0.0
0.0002473119001394966	-3.299814583333333	0.28125	0.0	0.0
0.00024978501914089154	-3.299814583333333	0.28125	0.0	0.0
0.0002522828693323005	-3.299814583333333	0.28125	0.0	0.0
0.0002548056980256235	-3.299814583333333	0.28125	0.0	0.0
0.00025735375500587974	-3.299814583333333	0.28125	0.0	0.0
0.00025992729255593853	-3.299814583333333	0.28125	0.0	0.0
0.0002625265654814979	-3.299814583333333	0.28125	0.0	0.0
0.00026515183113631286	-3.299814583333333	0.28125	0.0	0.0
0.000267803349447676	-3.299814583333333	0.28125	0.0	0.0
0.00027048138294215275	-3.299814583333333	0.28125	0.0	0.0
0.00027318619677157426	-3.299814583333333	0.28125	0.0	0.0
0.00027591805873929	-3.299814583333333	0.28125	0.0	0.0
0.0002786772393266829	-3.299814583333333	0.28125	0.0	0.0
0.0002814640117199497	-3.299814583333333	0.28125	0.0	0.0
0.0002842786518371492	-3.299814583333333	0.28125	0.0	0.0
0.0002871214383555207	-3.299814583333333	0.28125	0.0	0.0
0.00028999265273907594	-3.299814583333333	0.28125	0.0	0.0
0.0002928925792664667	-3.299814583333333	0.28125	0.0	0.0
0.0002958215050591314	-3.299814583333333	0.28125	0.0	0.0
0.0002987797201097227	-3.299814583333333	0.28125	0.0	0.0
0.0003017675173108199	-3.299814583333333	0.28125	0.0	0.0
0.0003047851924839281	-3.299814583333333	0.28125	0.0	0.0
0.0003078330444087674	-3.299814583333333	0.28125	0.0	0.0
0.00031091137485285506	-3.299814583333333	0.28125	0.0	0.0
0.0003140204886013836	-3.299814583333333	0.28125	0.0	0.0
0.0003171606934873975	-3.299814583333333	0.28125	0.0	0.0
0.0003203323004222715	-3.299814583333333	0.28125	0.0	0.0
0.0003235356234264942	-3.299814583333333	0.28125	0.0	0.0
0.00032677097966075913	-3.299814583333333	0.28125	0.0	0.0
0.00033003868945736674	-3.299814583333333	0.28125	0.0	0.0
0.00033333907635194044	-3.299814583333333	0.28125	0.0	0.0
0.00033667246711545986	-3.299814583333333	0.28125	0.0	0.0
