#H	Egs	gMgs	Mgs/N	Mgs	E2
0.000000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.010000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.020000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.030000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.040000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.050000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.060000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.070000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.080000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.090000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.100000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.100000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.110000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.111111111	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.120000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.125000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.130000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.140000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.142857143	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.150000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.160000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.166666667	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.170000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.180000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.190000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.200000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.200000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.200000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.210000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
0.220000000	-112.000000000	2	0.000000000	0	-112	-112.000000000
