#T	E/N	M/N	C/N	Xi/N
0.9645097620250751	-5.3755332351517815	0.006816676562423906	0.0764942682737989	0.01530176612609739
0.9741548596453259	-5.374787644996841	0.0070970179468835375	0.07810394273299918	0.015675808946665055
0.9838964082417792	-5.374019042908471	0.007384072112173114	0.07968764185612529	0.01604602762992775
0.993735372324197	-5.373227310977069	0.007677731996578696	0.08124290885225981	0.0164117710762732
1.003672726047439	-5.372412357731756	0.007977875539795225	0.082767409546713	0.016772399406598543
1.0137094533079134	-5.371574117867492	0.008284365868570473	0.08425894936483518	0.01712728777032016
1.0238465478409926	-5.3707125517636065	0.008597051569012434	0.085715489567883	0.01747583012073
1.0340850133194026	-5.369827644790558	0.008915767045527797	0.08713516254119358	0.01781744291783524
1.0444258634525967	-5.36891940640375	0.009240332965458209	0.08851628607750242	0.018151568718646684
1.0548701220871226	-5.367987869025884	0.00957055678757039	0.08985737625563629	0.018477679615366456
1.0654188233079938	-5.367033086720899	0.009906233371644564	0.09115715902223731	0.018795280483084327
1.0760730115410737	-5.366055133665619	0.01024714566551659	0.09241458008382633	0.01910391200041602
1.0868337416564844	-5.365054102426993	0.010593065465070352	0.09362881313303349	0.01940315340898755
1.0977020790730492	-5.364030102055017	0.010943754241869663	0.09479926627068898	0.019692624980745643
1.1086790998637797	-5.362983256003856	0.011298964032374079	0.09592558650053702	0.019971990165706246
1.1197658908624175	-5.3619136998951715	0.011658438382015409	0.09700766230852462	0.02024095739687086
1.1309635497710417	-5.360821579139739	0.012021913336832763	0.09804562425374244	0.020499281533562966
1.1422731852687522	-5.359707046434889	0.012389118474885656	0.0990398435603615	0.020746764929278735
1.1536959171214398	-5.358570259156384	0.01275977796929041	0.09999092878755253	0.020983258115200312
1.1652328762926543	-5.357411376664834	0.013133611674468384	0.10089972059329715	0.021208660095692923
1.176885205055581	-5.356230557547018	0.01351033622705116	0.10176728464486869	0.021422918257286344
1.1886540571061368	-5.355027956813087	0.013889666152863474	0.10259490290664773	0.021626027897724796
1.2005405976771981	-5.3538037230712625	0.01427131497149931	0.10338406317350228	0.021818031386561042
1.2125460036539701	-5.352557995700325	0.014654996290209448	0.10413644735803604	0.021999016973368205
1.2246714636905098	-5.35129090204135	0.01504042487913459	0.10485391829090639	0.022169117263875895
1.236918178327415	-5.350002554627635	0.015427317720328916	0.10553850561666782	0.022328507388116925
1.249287360110689	-5.3486930484726045	0.01581539502352184	0.10619239057466265	0.022477402887952806
1.261780233711796	-5.34736245843255	0.01620438120214659	0.10681789021797596	0.02261605735407782
1.274398036048914	-5.3460108366608985	0.016594005803810916	0.10741744096460498	0.022744759844747376
1.2871420164094032	-5.344638210168117	0.01698400439008591	0.10799358194850937	0.022863832120035853
1.3000134365734972	-5.343244578500384	0.01737411936122957	0.10854893813856674	0.022973625726383597
1.313013570939232	-5.34182991154732	0.01776410072222558	0.1090862035699765	0.02307451896656782
1.3261437066486244	-5.340394147487812	0.01815370678729819	0.10960812480552262	0.023166913790050425
1.3394051437151107	-5.338937190880309	0.0185427048208398	0.11011748481988864	0.02325123263794549
1.3527991951522618	-5.3374589109020025	0.018930871613452863	0.11061708748632683	0.02332791527567028
1.3663271871037843	-5.335959139739375	0.019317993992547713	0.11110974273585786	0.02339741564473904
1.3799904589748222	-5.334437671129955	0.019703869267642834	0.11159825266563218	0.023460198763185443
1.3937903635645705	-5.33289425905351	0.020088305611176936	0.11208539854521743	0.023516737701832678
1.4077282672002163	-5.331328616568681	0.020471122376253502	0.11257392895183754	0.023567510661115825
1.4218055498722184	-5.3297404147890335	0.02085215035329255	0.1130665490559057	0.023612998170478766
1.4360236053709405	-5.328129281991033	0.021231231968059344	0.11356591115871192	0.02365368042956556
1.45038384142465	-5.326494802844347	0.02160822142396903	0.11407460645804655	0.023690034807573482
1.4648876798388963	-5.324836517753614	0.021982984791929498	0.11459515818959165	0.02372253351427722
1.4795365566372853	-5.3231539222993	0.022355400051284557	0.11513001606922887	0.023751641453424278
1.4943319222036582	-5.321446466763895	0.022725357085651012	0.11568155206095561	0.023777814266483732
1.5092752414256947	-5.3197135557285575	0.023092757637614307	0.11625205753040231	0.023801496572134196
1.5243679938399517	-5.317954547724901	0.023457515226356637	0.11684374160628194	0.02382312040444572
1.5396116737783512	-5.316168754924221	0.023819555032344536	0.11745873094910582	0.02384310385044472
1.5550077905161348	-5.314355442847896	0.024178813753205273	0.118099070653733	0.023861849885700243
1.5705578684212962	-5.3125138300800865	0.02453523943487171	0.11876672638296	0.023879745404711727
1.5862634471055093	-5.310643087964445	0.02488879128198879	0.11946358765993623	0.023897160441245232
1.6021260815765643	-5.3087423402660106	0.02523943945144768	0.12019147219823417	0.02391444757233713
1.61814734239233	-5.306810662778883	0.02558716483275264	0.12095213126543128	0.023931941498484245
1.6343288158162534	-5.304847082859982	0.025931958818743887	0.12174725602174387	0.023949958791521602
1.6506721039744159	-5.3028505788696485	0.026273823069989367	0.12257848470546162	0.02396879780088956
1.6671788250141601	-5.3008200794988625	0.02661276927593649	0.12344741065532204	0.023988738708357684
1.6838506132643019	-5.2987544629636165	0.026948818915678942	0.12435559107439918	0.024010043720814125
1.700689119396945	-5.296652556046121	0.02728200302094621	0.12530455648953084	0.024032957390423482
1.7176960105909143	-5.29451313296342	0.027612361943680146	0.12629582081018942	0.02405770705128418
1.7348729706968233	-5.292334914043486	0.02793994513031021	0.12733089193999442	0.024084503361663376
1.7522217004037917	-5.290116564188658	0.02826481090458949	0.12841128290506632	0.024113540940939586
1.7697439174078295	-5.287856691107381	0.028587026260615867	0.12953852336337696	0.024144999090517472
1.7874413565819078	-5.28555384329415	0.028906666667419374	0.13071417151552633	0.02417904258818877
1.805315770147727	-5.283206507738453	0.02922381588626695	0.1319398263211016	0.02421582254567179
1.8233689278492042	-5.280813107343334	0.029538565801617112	0.13321713997403825	0.024255477319361163
1.8416026171276962	-5.278371998034833	0.029851016266434185	0.13454783053041813	0.02429813346465517
1.8600186432989732	-5.275881465543194	0.030161274962370796	0.13593369471104036	0.024343906724555348
1.8786188297319628	-5.27333972183774	0.030469457275120456	0.1373766207708048	0.024392903043594726
1.8974050180292825	-5.270744901197519	0.030775686185047633	0.13887860135651514	0.024445219598469774
1.9163790682095754	-5.268095055900865	0.03108009217300739	0.14044174629662837	0.024500945837083038
1.9355428588916712	-5.265388151517212	0.0313828131410727	0.14206829526932452	0.02456016451798676
